Tweet,positive,negative,neutral,question,suggestion
"@united my flight landed 50 min, but we are being told to stay on the plane, haven't pulled up to the gate &amp; have little to no information.",0,1,0,0,0
"@united I have such a love hate relationship with you. Some days you're good, the others you are so terribly awful its saddening",1,1,0,0,0
@united should have better customer service at John Wayne airport.,0,0,0,0,1
@united Bag was finally delivered and intact. Thanks for your assistance.,1,0,0,0,0
"@united passengers seated, crew ready #WheresThePilot? Flt1088 from ORD. Hope he isn't at the bar.",0,0,1,1,0
@united Booked 11 tix 1 month ago and now its about $157 CHEAPER and customer service was useless. What's up with that???,0,1,0,1,0
@united is UA938 still taking off at 9:05pm? I'm stuck on the tarmac on UA3462 waiting to get in.,0,1,0,1,0
@united you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.,1,1,0,0,0
@united - we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united,0,1,0,1,0
@united truly the WORST day of flying I have ever experienced...,0,1,0,1,0
@united. You guys made my day. Treated me well. Thank you!!!,1,0,0,0,0
@united Stuck in Houston because you can't seem to get a plane to the destination on time in perfect flying conditions.,0,1,0,1,0
@united you phone customer service team is bad. Think it is time for me to consider switching airlines.,0,1,0,0,1
@united how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!! http://t.co/U1ViEuiDF5,0,1,0,0,1
@united How can I verify if wheelchair assistance has been requested for my next flight?,0,0,0,1,0
I left my dildo on the plane is there any way for me to get it back? @united,0,0,1,0,0
"@united Don't know her last name, but Karen at your call center is terrific.  Friendly, helpful.  Terrific representative. Kudos.",1,0,0,0,0
@united I'm Cancelled Flighting my #mileageplus card and I will NEVER do business with you again. You clearly don't care about your customers.,0,1,0,1,0
"@united thank you! Good service, safe flight... 1/2 way home!",1,0,0,0,0
"Why even ask me to DM you and offer help if you ""can't do anything"" @united #terriblecustomerservice #unitedairlines http://t.co/feC4i3Vwq7",0,1,0,1,0
@united Yes and that is appreciated but misinformation damages credibility.  You may want to have someone observe in Newark #fwiw,0,0,1,0,0
@united you guys suck! a lot,0,1,0,0,0
@united second time flying into Houston and 45+ mins waiting for luggage at baggage. Typical? Still waiting..,0,1,0,1,0
"@united Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",1,0,0,0,0
"@united again HORRIBLE service, again attitude when asked for information, again you make me not want to fly UNITED ever. #platinummember",0,1,0,1,0
@united and now your rep just hung up on me after over 35 mins on hold because I asked for a supervisor. I'm furious right now.,0,1,0,1,0
@united I have a question about my interview process I had only one interview but was the last person is that good or bad ?,0,0,1,1,0
@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,0,0,1,0,0
@united go bankrupt again and transfer all of your assets to $LUV. That would be great.,0,0,1,0,1
@united landing in Chicago - saw it once we were already airborne.,0,0,1,0,0
"@united Marcus helped me - good agent, couldn't fix it. Flight was listed on website, but ""unavailable""to book. False advertising much?",0,1,0,1,0
"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!",1,0,0,0,0
"@united unsmiling rep. told us hotel shuttle comes ""like every 15 minutes."" Breezy 30 min. Late Flightr we're taking a cab. You going to reimburse?",0,1,0,1,0
"@united If someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?",0,1,0,1,0
@united Yes I needed plenty of assistance but received none.,0,1,0,0,0
"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks",0,1,0,0,0
@united thank you for the reply. I emailed your customer care department about my experience.,0,0,1,0,0
@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag,0,1,0,1,0
@united it's done.  If you do something to make up for it I'll tweet that too.,0,0,1,0,0
@united I had one interview I was the last person what does that mean?,0,0,0,1,0
@united I have flown with you 10 times in the last 13 days. 8 out of 10 flights have been delayed. Huge mistake on my part. Don't fly united,0,1,0,1,0
@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!,1,0,0,0,0
@united yes but taking two days to get bag delivered. Missed a full day skiing because of this.,0,1,0,1,0
@united give her the recognition she deserves!,1,0,0,0,1
@united she's the type of person that can make a customers day! I fly 100+ times a year &amp  she's one of the top flight attendants I've had!,1,0,0,0,0
@united made me remove 1 pound from my checked bag otherwise they would charge me $200. Loyal flier for 10 years - time for change.,0,1,0,0,0
@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?,0,1,0,1,0
@united you suck. @SouthwestAir you're the best.,1,1,0,0,0
@United can you let us out of the gate now. UA1157,0,0,1,0,0
"@united &amp; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go",0,1,0,0,0
"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks",0,1,0,0,0
"@united Your ""Loyalty Team"" basically flipped me off via phone, but thanks. Maybe Google ""loyalty"" and get back to me? ^LOL",0,0,1,1,0
"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",0,1,0,0,1
"@united, if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage.",0,1,0,0,1
"@united ""Dear Ted. We don't care about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United""",0,1,0,0,0
@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009,0,0,1,0,0
. @united sad that you don't think it is important to resolve your client facing team that behaves disgraceful,0,1,0,1,0
@united Help! My girlfriend Amy Lloyd is going to miss our flt to Zurich bc of your fault. She needs a golf cart to meet her at ORD (1),0,1,0,1,0
@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!,0,1,0,0,0
@united That was the problem.  We were being told the aircraft was on its way.,0,0,1,0,0
@united will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.,0,1,0,0,0
@united do you know how to use twitter bro?  Your terminal looks like it's in Bosnia.  Here's another pic. http://t.co/M9Nywr5Kbs,0,1,0,1,0
@united you are by far the worst airline. 4 plane delays on 1 round trip flight. How is that possible.,0,1,0,0,0
@united I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,0,1,0,1,0
@united now I'll probably miss my next connection!,0,1,1,0,0
@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?,0,0,1,1,0
@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.,0,1,0,0,0
"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",0,1,0,0,0
@united 2 days and 3 planes with mechanical issues?  Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!,0,1,0,1,0
@united I didn't get a message from you. I'll resend numbers.,0,0,1,0,0
"@united Yes, filled out the form last year. Don't have case number handy. Guess I'm not cut out for the historical society afterall",0,0,1,0,0
@United What idiot designed your seats? Armrest TV remote &amp  resting elbows don't mix. Seatmate keeps changing channels &amp,0,1,0,1,0
@united You can bump me up to Group 3 so I won't be forced to check my bag and wait 30+ minutes at LGA.,0,1,0,0,1
"@united Listen, learn &amp; do this: Remove your PQD requirement. It is insulting. ^HA",0,1,0,0,1
@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,1,0,0,0,0
@united Gate Agent Alavera is amazing,1,0,0,0,0
@united I need you...to be a better airline. ^LOL,0,1,0,0,1
@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!,0,1,0,1,0
@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! ?,1,0,0,1,0
@united Really....you charge me $25 to check a bag and then you put it on a different flight....still Don't have my bag!!!,0,1,0,1,0
@united Why haven't you released a travel advisory for IAD for tomorrow????!!!!!!!!,0,1,0,1,0
"@united cross country flight SFO&gt;BOS. No wifi, not even a can of soda and this quality inflight entertainment #sad http://t.co/xhlc30MTfF",0,1,0,1,0
"@united is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE",0,1,0,1,0
@united I just had an interview how long does it take before you hear back,0,0,1,0,0
@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,0,1,0,0,1
@united roundtrip to London on @Delta ? I think I will! FYI that's another $1k you just lost. #moneynotspentonunited #unfriendlyskies,0,1,0,1,0
@united already Flight Booking Problems next week's trip on @AmericanAir  thanks for making the choice so easy #disunited #unfriendlyskies #servicefail,0,1,0,0,0
"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",1,0,0,0,0
@united Don't ask me to be patient without offering something in return.,0,1,0,1,0
"@united just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100",0,1,0,1,0
@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable,0,1,0,0,0
@united free booze for the Bach party would make it better!  ORD--&gt,1,0,0,0,1
"@united (2/2) I have their name (boarding pass was in there, too).  I think they might really need this. Any ideas?",0,0,1,1,0
@united - sitting in seat 10D on a flight back from Vegas to Chicago.  Someone left a folder that looks important in the seat pocket. (1/2),0,0,1,0,0
